,Nombre,Compositor,Artista/Banda,URL,Año,Letra
599,Perdiendo la cabeza,,"Carlos Rivera, Becky G and Pedro Capó	",https://www.letras.com/carlos-rivera/perdiendo-la-cabeza-part-becky-g-pedro-capo/,2020,"Sigo recordandoLa noche entera en la que yo te vi bailandoLo que sentí cuando tú estabas cerquitaY esa boquita fue mi boquitaDijiste: Con otro beso tuyo, me enamoraréY yo no dije nada, solo te beséTú tan bonita y esa boquita fue mi boquitaTenerte cerca de mí, cerca de mí, mi vidaMe tiene loco todavíaMe tiene loco todavía(Todavía)Tenerte cerca de mí, cerca de mí, ahoraVolver a ser quien te enamora(Volver a ser)Te juro que no veo la horaTanta bellezaSiento que he perdido la cabeza (yeh, yeh)Mira cómo está gritandoMi corazón a tu corazón: RegresaCuánto te quieroSiento que sin ti me desesperoMira cómo está gritandoMi corazón a tu corazón: RegresaQue estoy perdiendo la cabezaDicen en la calle que no muere’ de esoPero hay un detalle y te lo confiesoDesde que te conocíAlgo muy dentro de míDice que te necesito y que si no me mueroQue estoy perdiendo todo lo que teníaBaby, yo quiero tus besos y todo lo que me hacíasTo’a la noche en mi cama, fantasíasLo que me decíasVamo’ a hacer cositas todo el díaMi vidaYo pierdo la cabeza sin tu calor (pierdo la cabeza)Ya no me interesa ningún amor (sí)No me hagas sufrir, vuelve, por favorVuelve, por favor (yeh)(Oh, oh)Tanta belleza, siento que he perdido la cabezaMira cómo está gritandoMi corazón a tu corazón: Regresa(Regresa)Cuánto te quiero (cuánto yo te quiero)Tanto que sin ti me desespero (me desespero, baby)Mira cómo está gritandoMi corazón a tu corazón: Regresa(Mi corazón)Tenerte cerca de mí, cerca de mí, ahoraVolver a ser quien te enamoraTe juro que no veo la hora(Oh, oh)Tanta belleza (con tanta belleza)(Tanta belleza)Siento que he perdido la cabezaMira cómo está gritandoMi corazón a tu corazón: Regresa(Regresa, oh)Cuánto te quiero (cuánto yo te quiero)Tanto que sin ti me desespero (oh, oh, yeh)Mira cómo está gritandoMi corazón a tu corazón: RegresaEstoy perdiendo la cabeza"
600,Morado,,J Balvin	,https://www.letras.com/j-balvin/morado/,2020,"(Colores)Yo'LeggoDespués de tres canciones seguidas (yeh, yeh)Analizando la movida (yeh, yeh)No sale si está de díaQuiere janguear, es su estilo de vidaNo le gustan principiantes (nope)Que sean calle pero elegantes (yup)Perreamos hasta que tú ya no aguante', yeh (leggo)Yo pedí un trago, y ella, la botella (ah-ah)Abusa siempre que estoy con ella; oh, yeahHazle caso, si no te estrellas; oohCualquier problema es culpa de ella (de ella, de ella; de ella, de ella), ahYo pedí un trago, y ella (¡uh!)Baila pa' que su' nalga' reboten (duro)Pide whisky hasta que se agoteSi lo prende, exige que roteBailando así, vas a hacer que nos botenNenaSeguro que en llegar fuiste la primeraEn la cama, siempre tú te exageras (exagerá')Si te quieres ir, pues, nos vamos cuando quieras, girlNenaSeguro que en llegar fuiste la primera (primera)En la cama, siempre tú te exageras(Yah, yah, yah, yah)Yo pedí un trago, y ella, la botella (tra, tra, tra, tra, tra)Abusa siempre que estoy con ella (tra, tra, tra, tra, tra); oh, yeahHazle caso, si no te estrellas (tra, tra, tra, tra, tra); oohCualquier problema es culpa de ella (ah)Yo pedí un trago, y ella, la botellaAbusa siempre que estoy con ella; oh, yeahHazle caso, si no te estrellas; oohCualquier problema es culpa de ella (ah)Yo pedí un trago, y ellaMe robó, a su casa me invitóDe repente, me jaló, y pa'l cuarto me llevó (ey)De lo que hicimo', no me acuerdoY pa' hacerme el loco sí que soy experto, experto (duro)Me tiene soñando despiertoVolando sin aeropuertoY por cosas de la vidaTerminé echando bebidas en tu cuerpo (echa)NenaSeguro que en llegar fuiste la primeraEn la cama, siempre tú te exagerasSi te quieres ir, pues, nos vamos cuando quieras, girlNenaSeguro que en llegar fuiste la primera (primera)En la cama, siempre tú te exageras, eyYo pedí un trago, y ella, la botella (ah-ah)Abusa siempre que estoy con ella; oh, yeahHazle caso, si no te estrellas; oohCualquier problema es culpa de ella (de ella, de ella; de ella, de ella); ahYo pedí un trago, y ellaSkyYo'¿Estamo' rompiendo o no estamo' rompiendo, muchacho'?Y seguimo' rompiendoGlobalTra-tra-tra, perreandoJ Balvin, manLeggo, leggo (¡uh!)"
601,Definitivamente,,Daddy Yankee featuring Sech	,https://www.letras.com/daddy-yankee/definitivamente-part-sech/,2020,"Si por ahí no' vemos, ni nos saludemosOlvídate que existo (¡Sech!)Si me escribes, queda en visto (DY)No pasas ni caminando por mi mente, yeh-eh-ehTú lo sientes y los dos 'tamos conscientesDefinitivamente no te quiero ni verDefinitivamente esto murió, bebé (yah-yah-yah), ahDe casualida' si no' encontramo', ni no' conocemo', yehSolo una ve' má' esto se va a dar, pa' que lo olvidemo' (oh-oh, oh-yeh)Definitivamente no te quiero ni verDefinitivamente esto murió, bebé, eh (yah-yah)De casualida' si no' encontramo', ni no' conocemo' (yeh-eh)Solo una ve' má' esto se va a dar, pa' que lo olvidemo' (oh-oh, oh-yeh)Me lo dijo un amigoUno duerme con el enemigo, yeah, yeahQuédate con lo debidoY devuélveme el tiempo perdidoOye, baby, tu actitud prometePero soy la fuerza 'e choque que tumba to' los piquete', jaTú no me dejaste, no te des los mérito'Dale pa'l banco (prr), si estás buscando crédito (ja)No quiero saber de ti, tú tampoco de mí (de mí)Leamo' el último capítulo y lleguemos al finNo quiero saber de ti, tú tampoco de míAhora todo es distintoMe lo dice mi instintoDefinitivamente no te quiero ni verDefinitivamente esto murió, bebé (yah-yah-yah), ahDe casualida' si no' encontramo', ni no' conocemo', yehSolo una ve' má' esto se va a dar, pa' que lo olvidemo' (oh-oh, este es Sech, oh-oh, yeh)Si te escribo, de verdad e' que estoy jodío'Si me quiere' ver, dame el último motivoDespué' que se acabé, ya lo he decididoAgarra to' y también agarra tu caminoY si te molesta, okay, sigue por tu wayLa relación 'tá rota y no se pega ni con tapeLo que pasó, pasó (oh)Me pediste tres minuto' y 'tás hablando seisNo quiero saber de ti, tú tampoco de míLeamo' el último capítulo y lleguemos al finNo quiero saber de ti, tú tampoco de míAhora todo es distintoMe lo dice mi instintoDefinitivamente no te quiero ni verDefinitivamente esto murió, bebé (yah-yah-yah), ahDe casualida' si no' encontramo', ni no' conocemo', yehSolo una ve' má' esto se va a dar, pa' que lo olvidemo'Definitivamente no te quiero ni verDefinitivamente esto murió, bebé, eh (yah-yah)De casualida' si no' encontramo', ni no' conocemo' (yeh-eh)Solo una ve' má' esto se va a dar, pa' que lo olvidemo'"
602,Si me dices que si,,Reik featuring Camilo and Farruko	,https://www.letras.com/reik/si-me-dices-que-si-part-farruko-e-camilo/,2020,"(Laramercy gang)(For you, my love)Qué pasa si te digo que yo no te he olvidadoQue no aprendí a vivir sin ti (Reik)Qué pasa si esta noche jugamos al pasadoPara curar la cicatriz (Camilo)¿Qué no daría por besar tu cuello?¿Qué no daría por oler tu peloMientras te me duermes en el pecho?Daría todo por volver el tiempoEs asíSi yo no tengo tus besos, yo me puedo morirSi tú te alejas de mí, ya no quiero vivirSi, desde lejos, se nota que ya no eres felizYo dejo todo por ti, si me dices que sí(¿A quién engañas? Tú no eres feliz sin mí)Si me dices que sí(¿A quién engañas? Tú no eres feliz sin mí)Si me dices que síTu boca se acuerda de mí si la tocoMi mente no olvida y mi cuerpo tampocoTú me enseñaste a amartePero nunca a olvidarteDime qué voy a hacerPara que tú te quedes aquí (dime qué hago)Si no eres tú, no es nadieY es así (y es así)Si yo no tengo tus besos, yo me puedo morir (si no estás, me muero)Si tú te alejas de mí, ya no quiero vivir (ya no quiero vivir)Si, desde lejos, se nota que ya no eres felizYo dejo todo por ti, si me dices que sí(¿A quién engañas? Tú no eres feliz sin mí)Si me dices que sí(¿A quién engañas? Tú no eres feliz sin mí)Si me dices que síSi me dices que sí, te compro Richard MilleTe regalo una casa ahí en Beverly HillsPa' vivirno' la movie, flow Nicki MeekMillyComo la serie del Patrón, somo' El Topo y El ChiliInseparables, cómplicesApasionados en placerSi te lograra convencerPara que volvieras otra vezY dime que noLánzame un sí camuflajeadoClávame una dudaY me quedaré a tu lado¿Qué no daría por oler tu peloMientras te me duermes en el pecho?Daría todo por volver el tiempo (Farru)Y es asíSi yo no tengo tus besos, yo me puedo morirSi tú te alejas de mí, ya no quiero vivirSi, desde lejos, se nota que ya no eres felizYo dejo todo por ti, si me dices que sí(¿A quién engañas? Tú no eres feliz sin mí)Si me dices que sí(¿A quién engañas? Tú no eres feliz sin mí)Si me dices que sí¿Qué no daría por besar tu cuello?¿Qué no daría por oler tu peloMientras te me duermes en el pecho?Daría todo por volver el tiempo"
603,Se me olvidó,,Christian Nodal	,https://www.letras.com/christian-nodal/se-me-olvido/,2020,"Con el alma bien dolidaAsí comenzó mi díaMe tomé unas cervecitasPa' no sentir dolorY aguantar la calorLe llamé a todos mis compasConseguimos una trocaLevantamos unas morrasY ya se armó el fiestónYa me siento mejorY, y me di cuentaQue no te quería tanto como pensaba yoPorque en medio de la pedaUna morrita bien buena me besóY se me olvidóQue andaba bien dolido porque me dejasteAhora que estoy bailando, hasta dejé de extrañarteQue pasen la botella, que hasta el fondo voy a darleY se me olvidóEl plan que ya tenía de ir a buscarteAndo bien a gusto como pa' rogarteLa neta, andar soltero está empezando a gustarmeY así voy a quedarme¡Y así mero te olvidé, mi reina!Christian NodalY, y me di cuentaQue no te quería tanto como pensaba yoPorque en medio de la pedaUna morrita bien buena me besóY se me olvidóQue andaba bien dolido porque me dejasteAhora que estoy bailando, hasta dejé de extrañarteQue pasen la botella, que hasta el fondo voy a darleY se me olvidóEl plan que ya tenía de ir a buscarteAndo bien a gusto como pa' rogarteLa neta, andar soltero está empezando a gustarmeY así voy a quedarme"
604,Tu y yo,,Raymix and Paulina Rubio	,https://www.letras.com/raymix/tu-y-yo-part-paulina-rubio/,2020,Tú y yo tan juntos como un día soñamosTú y yo hoy día de los enamoradosTú y yo a cada hora nos amamosSomos uno para el otro nadie como nosotrosTú y yo es un amor profundoTú y yo pasando por el mundoTú y yo es un amor dementePorque solo estas en mi menteTú y yo solo una fantasíaQue yo vivo de noche y de díaUna historia que yo me he inventadoPa’ estar a tu lado y sentir un amorTú y yo solo es una mentiraQue yo vivo de noche y de díaUn tonto cuento que yo me he inventadoPa’ estar a tu lado y sentir un amorPero solo tú y yoFue mi imaginaciónY esto es la electrocumbiaCon Raymix y Paulina RubioTú y yo momento que nunca vivimosTú y yo los besos que nunca nos dimosTú y yo los hijos que nuca tuvimosSolo tengo la certeza que eso fue en mi cabezaTú y yo es un amor profundoTú y yo pasando por el mundoTú y yo es un amor dementePorque solo estas en mi menteTú y yo solo una fantasíaQue yo vivo de noche y de díaUna historia que yo me he inventadoPa’ estar a tu lado y sentir un amorTú y yo solo es una mentiraQue yo vivo de noche y de díaUn tonto cuento que yo me he inventadoPa’ estar a tu lado y sentir un amorPero solo tú y yoFue mi imaginación
605,ADMV,,Maluma,https://www.letras.com/maluma/admv/,2020,"No te has ido de mi vida, vida míaPero ya te extrañoQuién diría, nadie lo creíaY ya vamos pa' un añoDe solo pensar en perderteLas milésimas se vuelven horasContigo yo me voy a muerteY mucho más cuando estamos a solasCuando nos falle la memoriaY solo queden las fotografíasQue se me olvide todoMenos que tú eres míaCuando los años nos pesenY las piernas no caminenLos ojos se nos cierrenY la piel ya no se estireCuando lo único que peseSea lo que hicimos en vidaY aunque nada de esto pase, uohEres el amor de mi vida, uohEres el amor de mi vidaYah, yah (dice)Me encanta verte desnuditaEres la pintura más bonitaTanta belleza, ¿quién la explica?En la ducha, moja'ítaSi salimos, fina, exquisitaY en los parches donde no se quitanTo' los planes cambiaronEra perro y me amarraronEl corazón me robaronJusto y necesarioMe haces sentir millonarioCuando los años nos pesenY las piernas no caminenLos ojos se nos cierrenY la piel ya no se estireCuando lo único que peseSea lo que hicimos en vidaY aunque nada de esto pase, uohEres el amor de mi vidaSiempre me he soñado una vida contigoMás valen los hechos que lo prometidoSin saber a donde vayas, te persigoY cuando falle la memoriaY solo queden las fotografíasQue se me olvide todoMenos que tú eres míaCuando los años nos pesenY las piernas no caminenLos ojos se nos cierrenY la piel ya no se estireCuando lo único que peseSea lo que hicimos en vidaY aunque nada de esto pase, uohEres el amor de mi vida, uohEres el amor de mi vida"
606,Tu y yo,,Raymix featuring Paulina Rubio	,https://www.letras.com/raymix/tu-y-yo-part-paulina-rubio/,2020,Tú y yo tan juntos como un día soñamosTú y yo hoy día de los enamoradosTú y yo a cada hora nos amamosSomos uno para el otro nadie como nosotrosTú y yo es un amor profundoTú y yo pasando por el mundoTú y yo es un amor dementePorque solo estas en mi menteTú y yo solo una fantasíaQue yo vivo de noche y de díaUna historia que yo me he inventadoPa’ estar a tu lado y sentir un amorTú y yo solo es una mentiraQue yo vivo de noche y de díaUn tonto cuento que yo me he inventadoPa’ estar a tu lado y sentir un amorPero solo tú y yoFue mi imaginaciónY esto es la electrocumbiaCon Raymix y Paulina RubioTú y yo momento que nunca vivimosTú y yo los besos que nunca nos dimosTú y yo los hijos que nuca tuvimosSolo tengo la certeza que eso fue en mi cabezaTú y yo es un amor profundoTú y yo pasando por el mundoTú y yo es un amor dementePorque solo estas en mi menteTú y yo solo una fantasíaQue yo vivo de noche y de díaUna historia que yo me he inventadoPa’ estar a tu lado y sentir un amorTú y yo solo es una mentiraQue yo vivo de noche y de díaUn tonto cuento que yo me he inventadoPa’ estar a tu lado y sentir un amorPero solo tú y yoFue mi imaginación
607,Fútbol y Rumba,,Anuel AA featuring Enrique Iglesias	,https://www.letras.com/anuel/futbol-y-rumba-part-enrique-iglesias/,2020,"Champán y fútbol y rumbaYa el reggaetón retumba, la fiesta no pare, gastamo' la fundaLa vida es una y no hay una segundaVamo' a bailar tú y yo, mujerEl party prender, pasarla bienHoy vamo' a rumbear, vamo' a beberY de uno al die' yo te doy cienVamo' a bailar tú y yo, mujerEl party prender, pasarla bienHoy vamo' a rumbear, vamo' a beberY de uno al die' yo te doy cienQue viva la fiestaQue la vida es unaDe aquí no no' vamosQue siga la rumbaBebiendo Hennessy, wheeleando en el JetskiNo me pelee' bebé, que hoy estoy feli'Empezamos en la playa y nos vamo' pa' mi camaMueve el culo como bailan en BrasilBaby, solo dame la señalPorque el alcohol a mí me tiene un poco malUn shot de aguardiente y me compongoPa' que me inviten sin saber cómo me pongoBaby, pa'rriba, pa'bajo y pa'l centroTodo el mundo está borracho y pa'entroPasarla viendo es un delitoTrae la familia y trae hasta el perritoVamo' a bailar tú y yo, mujerEl party prender, pasarla bienHoy vamo' a rumbear, vamo' a beberY de uno al die' yo te doy cienVamo' a bailar tú y yo, mujerEl party prender, pasarla bienHoy vamo' a rumbear, vamo' a beberY de uno al die' yo te doy cienQue viva la fiestaQue la vida es unaDe aquí no no' vamosQue siga la rumbaMis amigos que son mala influenciaRepórtense que hoy es sábadoCerveza fría pa' esa alegríaSi me voy viral hay un escándaloMami, ¿qué tienes de maldad que yo me esté emborrachando?Si tú me conociste en la rumba¿Qué e' lo que te está incomodando?Champán y fútbol y rumbaYa el reggaetón retumba, la fiesta no pare, gastamo' la fundaLa vida es una y no hay una segundaVamo' a bailar tú y yo, mujerEl party prender, pasarla bienHoy vamo' a rumbear, vamo' a beberY de uno al die' yo te doy cienVamo' a bailar tú y yo, mujerEl party prender, pasarla bienHoy vamo' a rumbear, vamo' a beberY de uno al die' yo te doy cienQue viva la fiestaQue la vida es unaDe aquí no no' vamosQue siga la rumbaReal hasta la muerte, babyReal hasta la muerte, babyEnrique Iglesias, yeah-yeah, yeahAnuelOvy on the Drums, baby (O-O-Ovy on the Drums)"
608,Quiereme mientras se pueda,,Manuel Turizo	,https://www.letras.com/manuel-turizo/mientras-se-pueda/,2020,"Yeh, yeh, yehOh, oh, uoh, oh, ohManuel TurizoQuiéreme mientras se puedaQue la vida es una rueda que te da mil vueltasAl final, nada quedaNo he visto la primera historiaDe que alguien se muere y algo se llevaY lo mejor de esta historiaEs que tú eres mi compañeraDe esta vida pasajeraQuiéreme mientras yo te quieraY no quiere decir que seas míaPor eso, guardo buenos recuerdos en la alcancíaPara recordarte, por si te vas algún díaEsto ha sido una poesíaQue escribimo' los dos, únicosEn cada capítulo, me quiere' de ante' que yoDesde antes que me vistiera Gucci o ValentinoSon cosa' del destinoGracias a Dios que nos juntó en el caminoQuiéreme mientras se puedaQue la vida es una rueda que te da mil vueltasAl final, nada quedaNo he visto la primera historiaDe que alguien se muere y algo se llevaY lo mejor de esta historiaEs que tú eres mi compañeraDe esta vida pasajeraY aunque te quiera pa' la eternidadTodo en la vida tiene su principio y su finalTú y yo no somo' la excepción, no te sienta' malY si me voy, que seas feliz antes de llorarPor eso, quiéreme en vida, vivamo' los día'Haciendo una historia de la' que no se olvidanHe visto el amor disfrazado de hipocresíaEl bolsillo lleno con cabeza' vacía'Hay amores tan tóxicosQue nadie los entiende, no son lógicosPero cuando el amor es entre dosLas mariposa' no son cólicosQuiéreme mientras se pueda (quiéreme)Que la vida es una rueda que te da mil vueltasAl final nada queda (nada queda)No he visto la primera historiaDe que alguien se muere y algo se lleva (se lleva, se lleva)Y lo mejor de esta historiaEs que tú eres mi compañera (mi compañera)De esta vida pasajera (de esta vida pasajera)Takagi & Ketra(Manuel Turizo)Manuel TurizoJulián TurizoBull NeneLa Industria IncEarcandy"
609,Caramelo,,Ozuna	,https://www.letras.com/ozuna/caramelo/,2020,"Uoh-ohBaby, babyOzunaAunque no pueda, tengo la curiosidad (curiosidad)Aunque no pretendo quedarme, me da un poco de ansiedadY es que en la vida todo se puede, esté bien o esté malPero podré vivir con la culpa de que al menos una vez más (baby)Te volví a probarTu boca no pierde el sabor a carameloNos dejamos llevarTú eres mi bandolera y yo soy tu bandoleroTe volví a probarTu boca no pierde el sabor a carameloNos dejamos llevarTú eres mi bandolera y yo soy tu bandoleroEsa boquita tan dulce, sabor a carameloElla es un ángel, pero si lo tienta', es caliente fuegoSiempre en alta, no necesita vueloY a nadie le cuenta cómo es que la consueloY es muy atractiva, prende de la sativaSiempre provocativa, soltera, vive la vidaEn traje de baño es que se ve bien explosivaTo' lo' domingo', sport con to'a la combi AdidasDale, ven, ven, mátameDice: Dale, baby, maltrátameSi quiere' ir de viaje, solo déjame saberSi te enamora', yo nada voy a perder, ya tú eres míaDale, dale, ven, ven, mátameDice: Dale, baby, maltrátameSi quiere' ir de viaje, solo déjame saberSi te enamora', yo nada voy a perderTe volví a probarTu boca no pierde el sabor a carameloNos dejamos llevarTú eres mi bandolera y yo soy tu bandoleroTe volví a probarTu boca no pierde el sabor a carameloNos dejamos llevarTú eres mi bandolera y yo soy tu bandoleroSiempre seré tu bandolero (bandolero)Te juro que, de todos, tu amor va primero (va primero)No tiene' que preocuparte por lo que quiero (lo que quiero)Siempre yo voy a estar por si ese es tu miedoMi amor me complace, me mata siempre que me lo haceHay pares que me tiran, pero en flow les da claseTu mai' y tu pai' se robaron todas las basesEstá tan dura que, como ella, cada cien años nacenDale, ven, ven, mátameDice: Dale, baby, maltrátameSi quiere' ir de viaje, solo déjame saberSi te enamora', yo nada voy a perder, ya tú eres míaDale, dale, ven, ven, mátameDice: Dale, baby, maltrátameSi quiere' ir de viaje, solo déjame saberSi te enamora', yo nada voy a perderTe volví a probarTu boca no pierde el sabor a carameloNos dejamos llevarTú eres mi bandolera y yo soy tu bandoleroTe volví a probarTu boca no pierde el sabor a carameloNos dejamos llevarTú eres mi bandolera y yo soy tu bandoleroEl negrito de ojos clarosOzunaDímelo GotayDynellYazidHigh, El QuímicoTainy"
610,Hawái,,Maluma	,https://www.letras.com/maluma/hawai/,2020,"Deja de mentirteLa foto que subiste con él, diciendo que era tu cieloBebé, yo te conozco tan bien, sé que fue pa' darme celosNo te diré quién, pero, llorando por mí, te vieronPor mí, te vieronDéjame decirteSe ve que él te trata bien, que es todo un caballeroPero eso no cambiará que yo llegué primeroSé que te va a ir bien, peroNo te quiere como yo te quieroPuede que no te haga falta nada, aparentemente nadaHawái de vacaciones, mis felicitacionesMuy lindo en Instagram lo que posteasPa' que yo vea cómo te va, pa' que yo veaPuede que no te haga falta nada, aparentemente nadaHawái de vacaciones, mis felicitacionesMuy lindo en Instagram lo que posteasPa' que yo vea cómo te va de bien, pero te haces malPorque el amor no se compra con nadaMiéntele a todos tus seguidoresDiles que los tiempos de ahora son mejoresNo creo que, cuando te llame, me ignoresSi, después de mí, ya no habrán más amoresTú y yo fuimos unoLo hacíamos en ayunas, antes del desayunoFumábamos la hookah y te pasaba el humoY ahora, en esta guerra, no gana ningunoSi me preguntas, nadie tiene culpaA veces los problemas a uno se le juntanDéjame hablar, porfa', no me interrumpasSi te hice algo malo, entonces discúlpameLa gente te lo va a creerActúas bien ese papelBabyPero no eres feliz con élPuede que no te haga falta nada, aparentemente nadaHawái de vacaciones, mis felicitacionesMuy lindo en Instagram lo que posteasPa' que yo vea cómo te va, pa' que yo veaPuede que no te haga falta nada, aparentemente nadaHawái de vacaciones, mis felicitacionesMuy lindo en Instagram lo que posteasPa' que yo vea cómo te va de bien, pero te haces malPorque el amor no se compra con nada(Deja de mentirte)(La foto que subiste con él, diciendo que era tu cielo)Mamacita(Bebé, yo te conozco tan bien)(Sé que fue pa' darme celos) Maluma, baby(No te diré quién, pero, llorando por mí, te vieron)(Por mí, te vieron)Papi Juancho"
611,Ella dice,,Tini featuring Khea	,https://www.letras.com/martina-stoessel/ella-dice-part-khea/,2020,"Ella dice que te quierePero no te quiere como yo, yo, yoElla dice que te amaPero no te ama como yo, yo, yoElla dice que te quierePero no te quiere como yo, yo, yoElla dice que te amaPero no te ama como yo, yo, yoElla dice que me amaPero cuando tú me toca', se me descolocaLa mente de este niño delincuenteOye, princesa, quiero comerteDe pies a cabeza, tus labios de fresaYo sé que tú andas suelta desde los 22Dejaste a ese bobo porque no te cuidóNo te valoró, él nunca te vioY por descuidado, ahora le re cabióTú eres una fresa que quiere calleY yo con este swing que no le gusta a tu padreNo sé si son mis jeans, no sé si son mis tatuajesSolo tengo ganas de arrancarte ese trajeTú eres una fresa que quiere calleY yo con este swing que no le gusta a tu padreNo sé si son mis jeans, no sé si son mis tatuajesSolo tengo ganas de arrancarte ese traje (auh)Ella dice que te quierePero no te quiere como yo, yo, yoElla dice que te amaPero no te ama como yo, yo, yoElla dice que te quierePero no te quiere como yo, yo, yoElla dice que te amaPero no te ama como yo, yo, yoCon ese beso que me diste, ¿eh?Todas las cosas que me hiciste, ¿eh?Las noches que me prometiste, ¿eh?Sigo esperando y no llegaste, no vinisteSolo quiéreme, quiéremeYo sé que quieresSolo agárrame y suéltameBoom-boomQuiéreme, quiéremeYo sé que quieresSolo agárrame y suéltameBoom-boomQuiéreme, quiéremeYo sé que quieresSolo agárrame y suéltameBoom-boomQuiéreme, quiéremeYo sé que quieresSolo agárrame y suéltameBoom-boomElla dice que te quierePero no te quiere como yo, yo, yoElla dice que te amaPero no te ama como yo, yo, yoElla dice que te quierePero no te quiere como yo, yo, yoElla dice que te amaPero no te ama como yo, yo, yo (que no, que no, que no, que no)Quiéreme, quiéremeYo sé que quieresSolo agárrame y suéltameBoom-boomQuiéreme, quiéremeYo sé que quieresSolo agárrame y suéltameBoom-boomYehKHEA Young FlexArgentina en la casa (skrrt-skrrt)TINI, TINI, TINIPrraEy, baby (yo sé que tú prefiere' el trap, ma')"
612,Que mal te fue,,Natti Natasha	,https://www.letras.com/natti-natasha/que-mal-te-fue/,2020,"Yeh, yeh, yeh, yehNatti NatMmmRude gyalLa última vez (la última vez)Tú me dijiste que me odiaba'Y que pa'trás no ibas a volver (no, no)De repente, recibí una llamadaY eras tú otra vez (tú otra vez)Tú que pensaba' que por irteEl mundo se me iba a virar al revésQué mal te fue¿Qué pasó? ¿Qué pasó?Probaste con otro culito, pero al final no te resultó¿Qué pasó?Ahora la vuelta se te cayó¿Qué pasó? ¿Qué pasó?Probaste con otro culito, pero al final no te resultó¿Qué pasó?Ahora la vuelta se te cayó (Rude gyal)Ahora soy yo la de la vuelta, tu gyal anda sueltaPor ahí revuelta, soltera, pero hay uno de respuestaDicen que hablar claro nada cuestaPero gastaste todo, lo del banco y de la rentaYa llegó mi tiempoComo un cheque semanal, tengo que cambiarteYa llegó mi tiempoComo un cheque semanal, yo voy a cambiarte¿Qué pasó? ¿Qué pasó?Probaste con otro culito, pero al final no te resultó¿Qué pasó?Ahora la vuelta se te cayó¿Qué pasó? ¿Qué pasó?Probaste con otro culito, pero al final no te resultó¿Qué pasó?Ahora la vuelta se te cayó (Natti Nat)Cambia tu cuenta de usuario, que va a ser necesarioYo te voy a burlar en la sección de comentario'Pa' que tú no joda' conmigoTú está' claro que ya somo' enemigo'Ya llegó mi tiempoComo un cheque semanal, tengo que cambiarteYa llegó mi tiempoComo un cheque semanal, yo voy a cambiarte¿Qué pasó? ¿qué pasó?Probaste con otro culito, pero al final no te resultó¿Qué pasó?Ahora la vuelta se te cayó¿Qué pasó? ¿qué pasó?Probaste con otro culito, pero al final no te resultó¿Qué pasó?Ahora la vuelta se te cayó (Rude gyal, Rude gyal)La última vez (la última vez)Tú me dijiste que me odiaba'Y que pa'trás no ibas a volver (no, no)De repente, recibí una llamadaY eras tú otra vez (tú otra vez)Tú que pensaba' que por irteEl mundo se me iba a virar al revésQué mal te fue¿Qué pasó? ¿Qué pasó?Probaste con otro culito, pero al final no te resultó¿Qué pasó?Ahora la vuelta se te cayó¿Qué pasó? ¿Qué pasó?Probaste con otro culito, pero al final no te resultó¿Qué pasó?Ahora la vuelta se te cayó (Rude gyal)(Ahora soy yo la de la)(Ahora soy yo la de la)(Ahora soy yo la de la)"
613,No bailes sola,,Danna Paola featuring Sebastián Yatra	,https://www.letras.com/danna-paola/no-bailes-sola-part-sebastian-yatra/,2020,"Volver al pasado no tiene mucho sentidoNo sé qué ha pasado, esto nunca lo había sentidoTú estás a mi lado y me olvido que estoy con élSiento mil cosas en la piel, yo sé que nunca has sido infielNo bailes solaNo te arriesgues solaDéjate amarQue nos llegó la horaNo bailo solaYo nunca bailo solaTe quiero besarIntentémoslo ahoraSigues con ese bobo al lado, que no suelta el teléfonoQue se queda sentado, pero, linda, conmigo noConmigo tú sabes cómo son las cosasParece una estrella, parece famosaNo tiene idea de lo que puede perder (no)Que tu sonrisa ya se fueY que a tus brazos yo llegué¿Qué tengo que hacer pa' que te vuelvas mi mujer?Si tú estás con otro, que no te sabe querer¿Qué tengo que hacer pa' que te pueda convencer?Si tú estás con otra, que no te sabe quererNo bailes solaNo te arriesgues solaDéjate amarQue nos llegó la horaNo bailo solaYo nunca bailo solaTe quiero besar (te quiero besar)Intentémoslo ahora (Yatra, Yatra)Que no me escriba, que no te llameSi estamos solos, que nadie nos separeTan solo verte, cambió mi suerteSé que no me arrepentiré de conocerteQuiero amanecer en tu camaNo puedo esperar a mañanaSi el mundo se va a acabarNo perdamos el tiempo yaNo bailes solaTe quiero besarIntentémoslo ahoraNo bailes sola (no bailo sola)No te arriesgues solaDéjate amarQue nos llegó la hora¿Qué tengo que hacer pa' que te vuelvas mi mujer?Si tú estás con otro, que no te sabe querer¿Qué tengo que hacer pa' que te pueda convencer?Si tú estás con otra, que no te sabe querer"
