,Nombre,Compositor,Artista/Banda,URL,Año,Letra
115,Al di là,,Emilio Pericoli,https://www.musixmatch.com/es/letras/Maria-Victoria/Mil-besos,1963,"He encontrado en tu amor La fe perdida Ahora tiene mi vida una razón No sé si fue el embrujo de tus ojos Quien le dijo a tus labios Róbale el corazón Yo sé que los mil besos que te he dado en la boca Se me fue el corazón Y dicen que es pecado querer como te quiero Quizá tengan razón Pero, ¿qué ha de importarme Todo lo que me digan Si no te he de olvidar? Que si es pecado amarte Yo he de seguir pecando ¿Por qué lo he de ocultar?"
116,Llegó borracho el borracho,,José Alfredo Jiménez,https://www.letras.com/jimenez-jose-alfredo/llego-borracho-el-borracho/,1963,"Llego borracho el borracho pidiendo cinco tequilasUno pa mojar labio, otro pa abrir bocaOtro pa entrar en calor y el cuarto para agarrar valorPos iba a pedir fiadoY le dijo el cantineroSe acabaron las bebidasSi quieres echarte un tragoVámonos a otra cantina(Llego borracho el borracho)Se fue borracho el borracho del brazo del cantineroY le dijo: Que te tomasA ver quien se cae primeroAquel que doble las corvasLe va a costar su dineroY borracho y cantineroSeguían pidiendo y pidiendoMariachis y cancionerosLos estaban divirtiendoPero se sentía en el ambienteMuy cerquita del infiernoGrito de pronto el borracho: La vida no vale nadaY le dijo el cantineroMi vida esta aseguradaSi vienes echando habladasYo te contesto con balasLos dos sacaron pistolaSe cruzaron los balazosLa gente corrió hecha bolaSeguían sonando plomazosDe pronto los dos cayeronHaciendo cruz con sus brazosY borracho y cantineroLos dos se estaban muriendoMariachis y cancioneroTambién salieron corriendoY así acabaron dos vidasPor un mal entendimiento"
117,De mil maneras,,Sonora Santanera,https://www.letras.com/la-sonora-santanera/de-mil-maneras/,1963,"Habla con tu corazonAntes que nada,Y luego me dirasSi no me quieres.Por que te empeñasEn decirle a todo el mundo,Que solo libertadDe mi tu quieres.Yo tratare de mil maneras complacerte,Pero no vayas otraves a arrepentirteY si algun dia te decides a buscarmeDalo por muerto aquel amor que no quisisteYo tratare de mil maneras complacerte,Pero no vayas otraves a arrepentirteY si algun dia te decides a buscarmeDalo por muerto aquel amor que no quisiste"
118,Enemigos,,Sonia López,https://www.musixmatch.com/es/letras/Sonia-L%C3%B3pez/Enemigos,1963,"Como me mirabas Creí que eras mío Como me besabas A nada temía Para tu ternura La gloria pedía Y por tus caricias Tu dios me creía Hoy por tus maldades Me arrastro y me humillo Por tus falsedades Serás mi enemigo Porque ten en cuenta Que yo te maldigo Y al cielo le pido Solo tu castigo Castigo, por ser ingrato conmigo Castigo, por tenerme en el olvido Por jugar con mi cariño Por burlarme como un niño Por querer verme sufrir De pena te has de morir"
119,Let's Get Together,,Hayley Mills,https://www.musixmatch.com/es/letras/Maria-Victoria/Mil-besos,1963,"He encontrado en tu amor La fe perdida Ahora tiene mi vida una razón No sé si fue el embrujo de tus ojos Quien le dijo a tus labios Róbale el corazón Yo sé que los mil besos que te he dado en la boca Se me fue el corazón Y dicen que es pecado querer como te quiero Quizá tengan razón Pero, ¿qué ha de importarme Todo lo que me digan Si no te he de olvidar? Que si es pecado amarte Yo he de seguir pecando ¿Por qué lo he de ocultar? Te he de seguir amando Te he seguir besando aunque me vuelva loca Hasta que me devuelvas El corazón que en besos Yo te dejé en la boca"
120,Despeinada,,Los Hooligans / Manolo Muñoz,https://www.musica.com/letras.asp?letra=1391212,1963,Despeinada aha aha aha Tu tienes una carita deliciosa y tienes una figura celestial tu tienes una sonrisa contagiosa pero tu pelo es un desastre universal Tu tienes una carita deliciosa y tienes una figura celestial tu tienes una sonrisa contagiosa pero tu pelo es un desastre universal Se para de puntas como un puerco spin parece la estatua de San Peluquin y tres peluqueros te alcanzan a ti con peines de acero y cierra sin fin. Tu tienes unos ojitos soñadores pero tu pelo ay que cosa tan fatal
121,Entrega total,,Javier Solís,https://www.letras.com/javier-solis/837313/,1963,"Esta vez, ya no soporto la terrible soledadyo no te pongo condiciónharás conmigo lo que quieras bien o malLlévame de ser posible hasta la misma eternidaddonde perdure nuestro amorporque tú eres toda mi felicidadLlévame si quieres hasta el fondo del dolorhazlo como quieras por maldad o por amorPero esta vez quiero entregarme a ti en una forma totalno con un beso nada másquiero ser tuyo sea por bien o sea por malLlévame si quieres hasta el fondo del dolorhazlo como quieras por maldad o por amorPero esta vez quiero entregarme a ti en una forma totalno con un beso nada másquiero ser tuyo sea por bien o sea por mal"
122,Magia blanca,,Los Hermanos Carrión,https://www.letras.com/hermanos-carrion/magia-blanca/,1963,"Magia blanca tu tienes me haz hechizado a miCon tu mirada coqueta con tu manera de hablarCuando pasando caminas todos te admiran a ti¿Por qué eres así?, fíjate en mí, no me hagas sufrirOh magia blanca, magia blanca que te embrujóMagia blanca tienes tú, me haces llorar con tu castigarTua, tururururu, gua gua, tururururu, gua gua, tururururuGua pararara, parararararaLinda mujer divina, llena de encantos milSabes que eres hermosa y a todos quieres engreírYo estoy dispuesto a humillarme, si esperanza me dasSi puedes amar, te voy adorar, todo te lo daréOh magia blanca, magia blanca que te embrujóMagia blanca tienes tú, me haces llorar con tu castigarOh magia blanca, magia blanca que te embrujóMagia blanca tienes tú, me haces llorar con tu castigar"
123,El lechero,,Las Guerrilleras de la Frontera / Los Hermanos Záizar,https://www.musixmatch.com/es/letras/Hermanos-Zaizar/El-Lechero,1963,"Que pasa guacho? un panel d la calle entera nu pude Terriblehechizo Te tapizo Tay vivo, vivo, Damas y caballeros que tengan un buen día me dicen El lechero y compongo poesía la atencion va Hacer la unica cosa que les pida para entregar mi Hip-hop de una forma divertida En la vida cotidiana los jiles caen en cana en la Celda son la nanas y hasta le rompen la rana, salen De adentro entero pikaos a chorizo y con la pepa Suelta, con el manzo orifcio, les pasa por hechizo Por ser muy alumbrao, quieren pasar po vivos y quedan Como aweonaos. será su inteligencia, no Kreo porque no tienen, ser un pikao a choro es lo Unico que los mantiene. Que los entretiene? hablar puras chorezas altoque Van tirando la fichá sobre la mesa a todos Miran por weon, siempr alumbran un cañon y Nunca han disparao, estos es choro de carton! Entre choros y hechizos hay mucha diferencia teni Que darte cuenta solamente en la presencia, choro Es caballero y vacilen pero piola, mientras que al Hechizo se le cae la ficha sola. Ahora es la cara de esta gran medalla, los de los Que nunca han alumbrao sus hazañas, no sacan Su flaiteza porque saben donde hacerlo, no se aparencen En su pobla porque no les interesa. a los picaos a Choro se los comen con limón la pasan bien Pulento no importa cual vacilon sea hiphop sea Reggae sea cumbia o reggaeton que no rallen la
Papa que se tomen un limón. si todos quieren Salvarse van donde hay harta plata Colegios por las condes Donde estan las mansas casas No se pasan peliculas Y viven su volá Y no andan como jiles haciendo puras pesca′ Bueno yo soy rapero y respeto cualquier mente Pero no la de jiles embolaos con la gente Ahora este lechero termina esta cancion De los choros pulentos y los choros de carton Entre choros y hechizos hay mucha diferencia teni Que darte cuenta solamente en la presencia, choro Es caballero y vacilen pero piola, mientras que al Hechizo se le cae la ficha sola. Entre choros y hechizos hay mucha diferencia teni Que darte cuenta solamente en la presencia, choro Es caballero y vacilen pero piola, mientras que al Hechizo se le cae la ficha sola."
124,Parabá Papá,,Rocío Dúrcal,https://www.musica.com/letras.asp?letra=1226869,1964,"Cuando quieras olvidar, Nunca dejes de cantar, Escucha mi melodía, Paparabapa papa. Paparabapa papa. La vida puede ser maravillosa,
Parabara papa, La vida puede ser color de rosa, Parabaraba. Aprende esta alegre melodía, La llegar un nuevo día, Latirá tu corazón, Tic tac, tic tac, tic tac. La vida puede ser un paraíso, Parabara papa, La vida puede esta llena de amor. Y al fin sentirás esa gran ilusión, Y sueña, sueña, sueña, Y baila, baila, baila, Y canta, canta, canta, Mi canción. Lalalalalalalara, Lalalalalalalala. Cuando quieras olvidar, Nunca dejes de cantar, Escucha mi melodía, Paparaba papa. Paparaba papa. Si quieres las estrellas y la luna,Parabara papa, Si quieres el amor y la fortuna,Parabaraba. Aprende esta alegre melodía, La llegar un nuevo día, Soñara tu corazón, Ummm, ummm. Si quieres caminar en un lucero, Parabara papa, Si quieres que te lleve con tu amor. Y al fin sentirás esa gran ilusión, Y sueña, sueña, sueña, Y baila, baila, baila, Y canta, canta, canta, Mi canción. Lalalalalalalara, Lalalalalalalala. Cuando quieras olvidar, Nunca dejes de cantar, Escucha mi melodía, Paparaba papa. Paparaba papa."
125,Magia blanca,,Los Hermanos Carrión,https://www.letras.com/hermanos-carrion/magia-blanca/,1964,"Magia blanca tu tienes me haz hechizado a miCon tu mirada coqueta con tu manera de hablarCuando pasando caminas todos te admiran a ti¿Por qué eres así?, fíjate en mí, no me hagas sufrirOh magia blanca, magia blanca que te embrujóMagia blanca tienes tú, me haces llorar con tu castigarTua, tururururu, gua gua, tururururu, gua gua, tururururuGua pararara, parararararaLinda mujer divina, llena de encantos milSabes que eres hermosa y a todos quieres engreírYo estoy dispuesto a humillarme, si esperanza me dasSi puedes amar, te voy adorar, todo te lo daréOh magia blanca, magia blanca que te embrujóMagia blanca tienes tú, me haces llorar con tu castigarOh magia blanca, magia blanca que te embrujóMagia blanca tienes tú, me haces llorar con tu castigar"
126,"If I Had a Hammer""",,Trini López,https://www.musixmatch.com/es/letras/Maria-Victoria/Mil-besos,1964,"He encontrado en tu amor La fe perdida Ahora tiene mi vida una razón No sé si fue el embrujo de tus ojos Quien le dijo a tus labios Róbale el corazón Yo sé que los mil besos que te he dado en la boca Se me fue el corazón Y dicen que es pecado querer como te quiero Quizá tengan razón Pero, ¿qué ha de importarme Todo lo que me digan Si no te he de olvidar? Que si es pecado amarte Yo he de seguir pecando ¿Por qué lo he de ocultar?"
127,Dominique,,Las Hermanas Alegrìa/Los Dominic's/Angélica María/Sor Sonrisa,https://www.letras.com/giane/223549/,1964,Dominique nique niqueSempre alegre esperando alguém que possa amarO seu príncipe encantado seu eterno namoradoQue não cansa de esperarDominique tem um sonhoE alguém pode realizarHá de vir um cavalheiroQue a conduza para o altarDominique nique niqueSempre alegre esperando alguém que possa amarO seu príncipe encantado seu eterno namoradoQue não cansa de esperarCerto dia de passagemNa avenida alguém notouO doce olhar de DominiqueE ela então se enamorouDominique nique niqueSempre alegre esperando alguém que possa amarO seu príncipe encantado seu eterno namoradoQue não cansa de esperarO rapaz com um sorrisoLogo pediu sua mãoE a visão do paraísoFez pulsar seu coraçãoDominique nique niqueSempre alegre esperando alguém que possa amarO seu príncipe encantado seu eterno namoradoQue não cansa de esperarApesar da pouca idadeDominique percebeuQue a maior felicidadeFoi o amor que Deus lhe deuDominique nique niqueSempre alegre esperando alguém que possa amarO seu príncipe encantado seu eterno namoradoQue não cansa de esperarMas o tempo foi passandoE a verdade apareceuPois quem vive só sonhandoDesta vida se esqueceuDominique nique niqueSempre alegre esperando alguém que possa amarO seu príncipe encantado seu eterno namoradoQue não cansa de esperarUma lágrima caídaA rolar dos olhos seusNuma tarde de domingoO rapaz lhe disse adeusDominique nique niqueSempre triste a chorar o amor que se acabouO seu príncipe encantado seu eterno namoradoQue se foi e não voltou
128,Entrega total,,Javier Solís,https://www.letras.com/javier-solis/837313/,1964,"Esta vez, ya no soporto la terrible soledadyo no te pongo condiciónharás conmigo lo que quieras bien o malLlévame de ser posible hasta la misma eternidaddonde perdure nuestro amorporque tú eres toda mi felicidadLlévame si quieres hasta el fondo del dolorhazlo como quieras por maldad o por amorPero esta vez quiero entregarme a ti en una forma totalno con un beso nada másquiero ser tuyo sea por bien o sea por malLlévame si quieres hasta el fondo del dolorhazlo como quieras por maldad o por amorPero esta vez quiero entregarme a ti en una forma totalno con un beso nada másquiero ser tuyo sea por bien o sea por mal"
129,Las cerezas,,Los Hermanos Carrión,https://www.musica.com/letras.asp?letra=1445831,1964,"Que las cerezas están maduras, eso lo se Que tu eres joven y muy bonita, también lo se Tal vez el sol, sobre tus labios, se posara Y tu boquita día tras día, madurara Para Abril o para Mayo, veré Que me ofrezcas la primera, prueba de amor Para Abril o para Mayo, tendrás Un poquito de coraje y me besaras Que las cerezas están maduras, eso lo se Que tu eres joven y muy bonita, también lo se Tal vez el sol, sobre tus labios, se posara Y tu boquita día tras día, madurara Para Abril o para Mayo, veré Que me ofrezcas la primera, prueba de amor Para Abril o para Mayo, tendrás Un poquito de coraje y me besaras Para Abril o para Mayo, me besaras Para Abril o para Mayo, me besaras Para Abril o para Mayo, me besaras"
130,Entrega total,,Javier Solís,https://www.letras.com/javier-solis/837313/,1964,"Esta vez, ya no soporto la terrible soledadyo no te pongo condiciónharás conmigo lo que quieras bien o malLlévame de ser posible hasta la misma eternidaddonde perdure nuestro amorporque tú eres toda mi felicidadLlévame si quieres hasta el fondo del dolorhazlo como quieras por maldad o por amorPero esta vez quiero entregarme a ti en una forma totalno con un beso nada másquiero ser tuyo sea por bien o sea por malLlévame si quieres hasta el fondo del dolorhazlo como quieras por maldad o por amorPero esta vez quiero entregarme a ti en una forma totalno con un beso nada másquiero ser tuyo sea por bien o sea por mal"
131,Tijuana,,The Persuaders,https://www.letras.com/the-growlers/tijuana/,1964,Take me to the city of wasted dreamsWhere there's little boys with m16'sTo the city of the wasted dreamsWhere there's little boys with m16sTo the city of wasted dreamsWhere there's little girls barely in their teensDancing on laps to mechanical beatTake me to the city of wasted dreamsChild look over your shoulder and don’t believe their smilesChild look over your shoulder and don’t believe their smiles
132,"¡Cómo te extraño, mi amor!",,Leo Dan,https://www.letras.com/leo-dan/1131860/,1964,"Cómo te extraño, mi amor, ¿por qué será?Me falta todo en la vida si no estásComo te extraño, mi amor, ¿qué debo hacer?Te extraño tanto que voy a enloquecer¡Ay, amor divino!Pronto tienes que volver a míA veces pienso que tú nunca vendrásPero te quiero y te tengo que esperarEs el destino me lleva hasta el finalDonde, algún día, mi amor te encontrará¡Ay, amor divino!Pronto tienes que volver a míEl dolor es fuerte y lo soportoPorque sufro pensando en tu amorQuiero verte, tenerte y besarteY entregarte todo mi corazónComo te extraño, mi amor, ¿por qué será?Me falta todo en la vida, si no estásComo te extraño, mi amor, ¿qué debo hacer?Te extraño tanto que voy a enloquecer¡Ay, amor divino!Pronto tienes que volver a míA veces pienso que tú nunca vendrásPero te quiero y te tengo que esperarEs el destino me lleva hasta el finalDonde, algún día, mi amor te encontrará¡Ay, amor divino!Pronto tienes que volver a míEl dolor es fuerte y lo soportoPorque vivo pensando en tu amorQuiero verte, tenerte y besarteY entregarte todo mi corazónOh-oh, oh-oh, mi corazónOh-oh, oh-oh, mi corazón"
133,La pollera colorá,,Carmen Rivero y su Conjunto,https://www.letras.com/margarita/la-pollera-colora/,1964,"Al son de los tamboresEsta negra se amañaY al sonar de la cañaVa sonando sus amoresEs la negra SoledadLa que goza mi cumbiaEsa negra Saramulla, oye, carambaCon su pollera colorá'Por eso le digoOye, mi negra, véngase pa' ca (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará')Ay, mira cómo goza esta rica cumbia Soledad (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará)¡Ay, ombe!Cuando le canto a SoledadEs que estoy yo contentaPorque con su movimientoInspiración ella me daTiene color de canelaY rico sabor a pimientaComo está contenta, oye, carambaCon su pollera colará'Por eso le digoOye, mi negra, venga pa' gozar (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará')Ay, cómo sandunguea la negrita Soledad (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará)¡Ay, ombe!Y al sonarAl sonar los tambores, Soledad (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará')Pollera, pollera, pollera, pollera, pollera, pollera (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará)"
134,La pollera colorá,,Carmen Rivero y su Conjunto,https://www.letras.com/margarita/la-pollera-colora/,1965,"Al son de los tamboresEsta negra se amañaY al sonar de la cañaVa sonando sus amoresEs la negra SoledadLa que goza mi cumbiaEsa negra Saramulla, oye, carambaCon su pollera colorá'Por eso le digoOye, mi negra, véngase pa' ca (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará')Ay, mira cómo goza esta rica cumbia Soledad (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará)¡Ay, ombe!Cuando le canto a SoledadEs que estoy yo contentaPorque con su movimientoInspiración ella me daTiene color de canelaY rico sabor a pimientaComo está contenta, oye, carambaCon su pollera colará'Por eso le digoOye, mi negra, venga pa' gozar (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará')Ay, cómo sandunguea la negrita Soledad (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará)¡Ay, ombe!Y al sonarAl sonar los tambores, Soledad (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará')Pollera, pollera, pollera, pollera, pollera, pollera (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará)"
135,La pollera colorá,,Carmen Rivero y su Conjunto,https://www.letras.com/margarita/la-pollera-colora/,1965,"Al son de los tamboresEsta negra se amañaY al sonar de la cañaVa sonando sus amoresEs la negra SoledadLa que goza mi cumbiaEsa negra Saramulla, oye, carambaCon su pollera colorá'Por eso le digoOye, mi negra, véngase pa' ca (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará')Ay, mira cómo goza esta rica cumbia Soledad (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará)¡Ay, ombe!Cuando le canto a SoledadEs que estoy yo contentaPorque con su movimientoInspiración ella me daTiene color de canelaY rico sabor a pimientaComo está contenta, oye, carambaCon su pollera colará'Por eso le digoOye, mi negra, venga pa' gozar (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará')Ay, cómo sandunguea la negrita Soledad (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará)¡Ay, ombe!Y al sonarAl sonar los tambores, Soledad (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará')Pollera, pollera, pollera, pollera, pollera, pollera (con la pollera colorá')Pa' allá y pa' ca con la pollera colorá' (con la pollera colará)"
136,Cuando calienta el sol,,Trini López,https://www.letras.com/luis-miguel/109120/,1965,"Cuando calienta el sol aquí en la playaSiento tu cuerpo vibrar cerca de míEs tu palpitarEs tu caraEs tu peloSon tus besosMe estremezco, oh, oh, oh!Cuando calienta el sol aquí en la playaSiento tu cuerpo vibrar cerca de miEs tu palpitarTu recuerdoMi locuraMi delirioMe estremezco, oh oh oh!Cuando calienta el solCuando calienta el solCuando calienta el solCuando calienta el sol Oh!Aquí en la playaCerca de míEs tu palpitarEs tu caraEs tu peloSon tus besosMe estremezco, oh, oh, oh!Cuando calienta el sol aquí en la playaSiento tu cuerpo vibrar cerca de miEs tu palpitarTu recuerdo (Tu recuerdo)Mi locura (Mi locura)Mi delirio (Mi delirio)Me estremezco (Me estremezco), oh oh oh!Cuando calienta el solCuando calienta el solCuando calienta el solCuando calienta el sol Oh!Cuando calienta el sol OoohCuando calienta el solCuando calienta el solCuando calienta el sol Oh!Cuando calienta el solCuando calienta el solCuando calienta el solCuando calienta el solCuando calienta el solCuando calienta el solCuando calienta el sol Oh!Cuando calienta el solCuando calienta el solCuando calienta el solCuando calienta el sol Oh!Cuando caliena el sol, cuando oh, oh oh, oh"
137,El mudo,,Sonora Santanera,https://www.letras.com/la-sonora-santanera/el-mudo/,1965,Un policía que es mudoA la cárcel se llevoA dos jóvenes inquietosQue en el parque se encontróUn policía que es mudoA la cárcel se llevoA dos jóvenes inquietosQue en el parque se encontróAl saber esta noticiaLos padres fueron a ver al juezY junto con periodistasLe preguntaron que como fueMandaron traer al mudoY oiga usted lo que yo escucheMandaron traer al mudoY oiga usted lo que yo escuche¿por que los detuvo?¿que estaban haciendo?¿cual es el delito?¿de que los acusa?Que se cuiden todosQue ahí viene el mudoEsos reveldonesAhí viene el mudoY esos periodistasAhí viene el mudoEsos locutoresAhí viene el mudoEsos santanerosAhí viene el mudoEsos estudiantesAhí viene el mudo
138,Sombras,,Javier Solís,https://www.letras.com/javier-solis/943882/,1965,"Quisiera abrir lentamente mis venasMi sangre toda verterla a tus piesPara poderte demostrar que más no puedo amarY entonces morir despuésY sin embargo tus ojos azulesAzul que tienen el cielo y el marViven cerrados para mí sin ver que estoy aquíPerdido en mi soledadSombras nada más acariciando mis manosSombras nada más en el temblor de mi vozPude ser feliz y estoy en vida muriendoY entre lágrimas viviendoEl pasaje más horrendo de este drama sin finalSombras nada más entre tu vida y mi vidaSombras nada más entre tu amor y mi amorQué breve fue tu presencia en mi hastíoQué tibias fueron tus manos, tu vozComo luciérnaga llegó tu luz y disipóLas sombras de mi rincónY yo quedé como un duende temblandoSin el azul de tus ojos de marQue se han cerrado para mí sin ver que estoy aquíPerdido en mi soledadSombras nada más acariciando mis manosSombras nada más en el temblor de mi vozPude ser feliz y estoy en vida muriendoY entre lágrimas viviendoEl pasaje más horrendo de este drama sin finalSombras nada más entre tu vida y mi vidaSombras nada más entre tu amor y mi amor"
139,Payaso,,Javier Solís,https://www.letras.com/javier-solis/944008/,1965,"En cofre de vulgar hipocresíaAnte la gente oculto mi derrotaPayaso con careta de alegríaPero tengo, por dentro, el alma rotaEn la pista fatal de mi destinoUna mala mujer cruzó el caminoSoy comparsa que juego con mi vidaPero siento que mi alma está perdidaPayaso, soy un triste payasoQue oculto mi fracasoCon risas y alegríasQue me llenan de espantoPayaso, soy un triste payasoQue en medio de la nocheMe pierdo en la penumbraCon mi risa y mi llantoNo puedo soportar mi caretaAnte el mundo estoy riendoY dentro de mi pechoMi corazón sufriendoPayaso, soy un triste payasoQue en medio de la nocheMe pierdo en la penumbraCon mi risa y mi llantoNo puedo soportar mi caretaAnte el mundo estoy riendoY dentro de mi pechoMi corazón sufriendoPayaso, payaso"
140,"Qué va!""/""(Se te olvida) La mentira",,Javier Solís,https://www.letras.com/luis-miguel/97793/,1965,"Se te olvidaQue me quieres a pesar de lo que dicesPues llevamos en el alma cicatricesImposibles de borrarSe te olvidaQue hasta puedo hacerte mal si me decidoPues tu amor lo tengo muy comprometidoPero a fuerzas no seráY hoy resultaQue no soy de la estatura de tu vidaY al dejarme casi, casi, se te olvidaQue hay un pacto entre los dosPor mi parteTe devuelvo tu promesa de adorarmeNi siquiera sientas pena por dejarmeQue ese pactoNo es con DiosY hoy resultaQue no soy de la estatura de tu vidaY al dejarme casi, casi, se te olvidaQue hay un pacto entre los dosPor mi parteTe devuelvo tu promesa de adorarmeNi siquiera sientas pena por dejarmeQue ese pactoNo es con Dios"
141,Es Lupe,,Los Johnny Jets,https://www.musixmatch.com/es/letras/Los-Johnny-Jets/Es-Lupe,1965,"Es Lupe, Lupita mi amor go go yeah Es Lupe, Lupita mi amor ta ta yeah Lupe es la linda dueña de mi amor Y todos en la prepa la quieren conquistar Lupe baila muy bien el ritmo del jerk (¿de veras?) Con ella en las fiestas quieren bailar ¡Vamos todos! Es Lupe, Lupita mi amor ye ye yeyeyeye Es Lupe, Lupita mi amor uh yeah Lupe con su figura me hace soñar Y cuando ella me besa me hace temblar Mi amor es Lupe (mi amor, mi amor) Mi amor por Lupe (mi amor, mi amor) Mi amor por Lupe (mi amor, mi amor) Mi amor por Lupe (mi amor, mi amor) Ven a bailar (mi amor, mi amor) Tú me haces gozar (mi amor, mi amor) Chiqui Chiqui Chiqui Lupe (mi amor, mi amor) Chiqui Chiqui Chiqui tah (mi amor, mi amor)"
142,Es Lupe,,Los Johnny Jets,https://www.musixmatch.com/es/letras/Los-Johnny-Jets/Es-Lupe,1966,"Es Lupe, Lupita mi amor go go yeah Es Lupe, Lupita mi amor ta ta yeah Lupe es la linda dueña de mi amor Y todos en la prepa la quieren conquistar Lupe baila muy bien el ritmo del jerk (¿de veras?) Con ella en las fiestas quieren bailar ¡Vamos todos! Es Lupe, Lupita mi amor ye ye yeyeyeye Es Lupe, Lupita mi amor uh yeah Lupe con su figura me hace soñar Y cuando ella me besa me hace temblar Mi amor es Lupe (mi amor, mi amor) Mi amor por Lupe (mi amor, mi amor) Mi amor por Lupe (mi amor, mi amor) Mi amor por Lupe (mi amor, mi amor) Ven a bailar (mi amor, mi amor) Tú me haces gozar (mi amor, mi amor) Chiqui Chiqui Chiqui Lupe (mi amor, mi amor) Chiqui Chiqui Chiqui tah (mi amor, mi amor)"
143,Por las calles de México,,Sonora Santanera,https://www.letras.com/la-sonora-santanera/por-las-calles-de-mexico/,1966,No me explico todavíaEl porqué te has alejadoSi bien sabes vida míaQue eres tú mi adoraciónTodo méxico me ha vistoCalle arriba y calle abajoPor doquiera te he buscadoEn mi desesperaciónCamino por narvartePolanco y coyoacánMi anhelo de encontrarteMe lleva al pedregalTe busco por guerreroLa villa y tizapánPor la colonia obreraY no te puedo hallarNo me explico todavíaEl porqué tú te marchasteY un papel no me dejasteEscribiendo la razón
144,Es Lupe,,Los Johnny Jets,https://www.musixmatch.com/es/letras/Los-Johnny-Jets/Es-Lupe,1966,"Es Lupe, Lupita mi amor go go yeah Es Lupe, Lupita mi amor ta ta yeah Lupe es la linda dueña de mi amor Y todos en la prepa la quieren conquistar Lupe baila muy bien el ritmo del jerk (¿de veras?) Con ella en las fiestas quieren bailar ¡Vamos todos! Es Lupe, Lupita mi amor ye ye yeyeyeye Es Lupe, Lupita mi amor uh yeah Lupe con su figura me hace soñar Y cuando ella me besa me hace temblar Mi amor es Lupe (mi amor, mi amor) Mi amor por Lupe (mi amor, mi amor) Mi amor por Lupe (mi amor, mi amor) Mi amor por Lupe (mi amor, mi amor) Ven a bailar (mi amor, mi amor) Tú me haces gozar (mi amor, mi amor) Chiqui Chiqui Chiqui Lupe (mi amor, mi amor) Chiqui Chiqui Chiqui tah (mi amor, mi amor)"
145,Mazatlán,,Mike Laure,https://www.musica.com/letras.asp?letra=1629150,1966,"Oye el canto de las olas del mar Que vienen a cantar para ti Diciendo así: Siento, la brisa de mi mar tropical Que vine a decirte mujer Cantando así: Mazatlán, ay mi Mazatlán Perlita escondida entre los encantos Del agua del mar azul Mazatlán, Mazatlán En tus playas con pasión me enamoré Tú fuiste la que me supo comprender y amar T  fuiste la que me dio bellos amores Y así podré cantar Mazatlán, ay mi Mazatlán Perlita divina que supo darme mi amor soñado Oye, yo canto mi dicha Porque en tus playas con pasión me enamoré Tú fuiste la que me supo comprender y amar Tú fuiste la que me dio bellos amores Y así podré cantar Mazatlán, ay mi Mazatlán Perlita divina que supo darme mi amor soñado Oye, yo canto mi dicha Porque en tus playas con pasión me enamoré Mazatlán, ay mi Mazatlán"
146,Es Lupe,,Los Johnny Jets,https://www.musixmatch.com/es/letras/Los-Johnny-Jets/Es-Lupe,1966,"Es Lupe, Lupita mi amor go go yeah Es Lupe, Lupita mi amor ta ta yeah Lupe es la linda dueña de mi amor Y todos en la prepa la quieren conquistar Lupe baila muy bien el ritmo del jerk (¿de veras?) Con ella en las fiestas quieren bailar ¡Vamos todos! Es Lupe, Lupita mi amor ye ye yeyeyeye Es Lupe, Lupita mi amor uh yeah Lupe con su figura me hace soñar Y cuando ella me besa me hace temblar Mi amor es Lupe (mi amor, mi amor) Mi amor por Lupe (mi amor, mi amor) Mi amor por Lupe (mi amor, mi amor) Mi amor por Lupe (mi amor, mi amor) Ven a bailar (mi amor, mi amor) Tú me haces gozar (mi amor, mi amor) Chiqui Chiqui Chiqui Lupe (mi amor, mi amor) Chiqui Chiqui Chiqui tah (mi amor, mi amor)"
