Nombre,Compositor,Artista/Banda,URL,Año
Si me dejas ahora,,José José	,https://www.letras.com/jose-jose/135237/,1980
Que no,,Pedro Marín,https://www.letras.com/pedro-marin/que-no/,1980
He venido a pedirte perdón,,Juan Gabriel	,https://www.letras.com/juan-gabriel/330559/,1980
Como yo te amo,,Raphael	,https://www.letras.com/raphael/1712578/,1980
He venido a pedirte perdón,,Juan Gabriel	,https://www.letras.com/juan-gabriel/330559/,1980
Hey!,,Julio Iglesias,https://www.letras.com/julio-iglesias/205035/,1980
Perdóname,,Camilo Sesto	,https://www.letras.com/sesto-camilo/320464/,1981
Quiero dormir cansado,,Emmanuel	,https://www.letras.com/emmanuel/quiero-dormir-cansado/,1981
Don Diablo,,Miguel Bosé	,https://www.letras.com/bose-miguel/419109/,1981
La ladrona,,Diego Verdaguer	,https://www.letras.com/diego-verdaguer/837102/,1981
Ella se llamaba,,Napoleón	,https://www.letras.com/jose-maria-napoleon/ella-se-llamaba-martha/,1981
Él me mintió,,Amanda Miguel	,https://www.letras.com/amanda-miguel/361082/,1981
Te quiero tanto,,Iván,https://www.letras.com/ivan/te-quiero-tanto/,1981
Él me mintió,,Amanda Miguel	,https://www.letras.com/amanda-miguel/361082/,1981
Fuego,,Menudo	,https://www.letras.com/menudo/331615/,1981
"Amor, no me ignores",,Camilo Sesto	,https://www.letras.com/sesto-camilo/408649/,1981
"Amor, no me ignores",,Camilo Sesto	,https://www.letras.com/sesto-camilo/408649/,1982
Él me mintió,,Amanda Miguel	,https://www.letras.com/amanda-miguel/361082/,1982
Él me mintió,,Amanda Miguel	,https://www.letras.com/amanda-miguel/361082/,1982
1+1=2 enamorados,,Luis Miguel	,https://www.letras.com/luis-miguel/81100/,1982
Maldita primavera,,Yuri	,https://www.letras.com/yuri/487005/,1982
Insensible,,Juan Gabriel	,https://www.letras.com/juan-gabriel/1027339/,1982
Quiero rock,,Menudo	,https://www.letras.com/menudo/25715/,1982
Directo al corazón,,Luis Miguel	,https://www.letras.com/luis-miguel/110087/,1982
Directo al corazón,,Luis Miguel	,https://www.letras.com/luis-miguel/110087/,1983
Claridad,,Menudo	,https://www.letras.com/menudo/331589/,1983
Castillos,,Amanda Miguel	,https://www.letras.com/amanda-miguel/423184/,1983
Tenías que ser tan cruel,,Rocío Dúrcal	,https://www.letras.com/rocio-durcal/544314/,1983
"Yo te amo, te amo",,Yuri	,https://www.letras.com/yuri/486250/,1983
Mentiras,,Daniela Romo	,https://www.letras.com/daniela-romo/mentiras/,1983
Caray,,Juan Gabriel	,https://www.letras.com/juan-gabriel/666681/,1983
Busco un amor,,Lorenzo Antonio,https://www.letras.com/german-montero/1855639/,1983
Celos,,Daniela Romo	,https://www.letras.com/daniela-romo/648184/,1983
Celos,,Daniela Romo	,https://www.letras.com/daniela-romo/648184/,1984
Lo dudo,,José José	,https://www.letras.com/jose-jose/135221/,1984
Celos,,Daniela Romo	,https://www.letras.com/daniela-romo/648184/,1984
"Mi amor, amor",,Lucía Méndez	,https://www.letras.com/lucia-mendez/1906643/,1984
Con las alas rotas,,Prisma        ,https://www.letras.com/prisma-mexico/1911279/,1984
Corazón Encadenado,,Lani Hall & Camilo Sesto	,https://www.letras.com/lani-hall/899260/,1984
Querida,,Juan Gabriel	,https://www.letras.com/juan-gabriel/303030/,1984
Querida,,Juan Gabriel        ,https://www.letras.com/juan-gabriel/303030/,1985
Palabra de honor,,Luis Miguel	,https://www.letras.com/luis-miguel/26116/,1985
Querida,,Juan Gabriel	,https://www.letras.com/juan-gabriel/303030/,1985
Palabra de honor,,Luis Miguel	,https://www.letras.com/luis-miguel/26116/,1985
Corazón de piedra,,Lucía Méndez	,https://www.letras.com/lucia-mendez/698936/,1985
Déjame vivir,,Juan Gabriel & Rocío Dúrcal	,https://www.letras.com/rocio-durcal/544289/,1985
Esta cobardía,,Chiquetete	,https://www.letras.com/chiquetete/1020177/,1985
Esta cobardía,,Chiquetete	,https://www.letras.com/chiquetete/1020177/,1986
Yo te pido amor,,Yuri	,https://www.letras.com/yuri/486251/,1986
Amor imposible,,Lucía Méndez	,https://www.musica.com/letras.asp?letra=905529,1986
Bazar,,Flans	,https://www.letras.com/flans/704021/,1986
Cuando estemos juntos,,Tatiana & Johnny	,https://www.letras.com/tatiana/757515/,1986
Bazar,,Flans	,https://www.letras.com/flans/704021/,1986
No controles,,Flans	,https://www.letras.com/flans/704030/,1986
Toda la vida,,Franco de Vita	,https://www.letras.com/vita-de-franco/1765709/,1986
Tímido,,Flans	,https://www.letras.com/flans/704033/,1987
De mí enamórate,,Daniela Romo	,https://www.letras.com/daniela-romo/648190/,1987
"Ay, qué pesado",,Mecano	,https://www.letras.com/mecano/261442/,1987
Doce rosas,,Lorenzo Antonio	,https://www.letras.com/lorenzo-antonio/1146854/,1987
Cruz de navajas,,Mecano	,https://www.letras.com/mecano/cruz-de-navajas/,1987
Besos de ceniza,,Timbiriche	,https://www.letras.com/timbiriche/726746/,1987
Ahora te puedes marchar,,Luis Miguel        ,https://www.letras.com/diego-boneta/ahora-te-puedes-marchar/,1987
Ahora te puedes marchar,,Luis Miguel	,https://www.letras.com/diego-boneta/ahora-te-puedes-marchar/,1988
Ay amor,,Ana Gabriel	,https://www.letras.com/ana-gabriel/167411/,1988
Devuélveme a mi chica,,Hombres G	,https://www.letras.com/hombres-g/18338/,1988
Tú y yo somos uno mismo,,Timbiriche	,https://www.letras.com/timbiriche/453924/,1988
Acelerar,,Timbiriche	,https://www.letras.com/timbiriche/453915/,1988
Acelerar,,Timbiriche	,https://www.letras.com/timbiriche/453915/,1989
No voy a mover un dedo,,Bla Bla Bla	,https://www.letras.com/yordano/1234163/,1989
Acelerar,,Timbiriche	,https://www.letras.com/timbiriche/453915/,1989
Orgullosa nena,,Pablito Ruiz	,https://www.letras.com/pablo-ruiz/837838/,1989
La incondicional,,Luis Miguel	,https://www.letras.com/luis-miguel/26125/,1989
Cachetada,,Pablito Ruiz	,https://www.letras.com/pablo-ruiz/797213/,1989
La incondicional,,Luis Miguel	,https://www.letras.com/luis-miguel/26125/,1989
Louis,,Franco De Vita	,https://www.letras.com/vita-de-franco/327993/,1989
Louis,,Franco De Vita	,https://www.letras.com/vita-de-franco/327993/,1990
La chica de humo,,Emmanuel,https://www.letras.com/emmanuel/1820392/,1990
Culpable o no,,Luis Miguel	,https://www.letras.com/luis-miguel/109104/,1990
Para amarnos más,,Mijares	,https://www.letras.com/manuel-mijares/638214/,1990
Cuando llega el amor,,Lucero	,https://www.letras.com/lucero/334534/,1990
Tengo todo excepto a ti,,Luis Miguel	,https://www.letras.com/luis-miguel/82810/,1990
Cuidado con el corazón,,Alejandra Guzmán	,https://www.letras.com/alejandra-guzman/ten-cuidado-con-el-corazon/,1990
Alcanzar una estrella,,Mariana Garza	,https://www.letras.com/mariana-garza/435868/,1990
Bella señora,,Emmanuel	,https://www.letras.com/emmanuel/457010/,1991
¿Quién eres tú?,,Yuri	,https://www.letras.com/yuri/487015/,1991
Hasta que te conocí ,,Juan Gabriel ,https://www.letras.com/juan-gabriel/330541/,1991
Burbujas de amor,,Juan Luis Guerra,https://www.letras.com/juan-luis-guerra/162917/,1991
Bachata rosa,,Juan Luis Guerra,https://www.letras.com/juan-luis-guerra/163391/,1991
Electricidad,,Lucero	,https://www.letras.com/lucero/1477758/,1991
Déjame llorar,,Ricardo Montaner	,https://www.letras.com/ricardo-montaner/26811/,1991
"Vuela, vuela",,Magneto,https://www.letras.com/magneto/401069/,1991
Ya no,,Lucero	,https://www.letras.com/lucero/722289/,1991
Inolvidable,,Luis Miguel	,https://www.letras.com/luis-miguel/97798/,1992
No sé tú,,Luis Miguel,https://www.letras.com/luis-miguel/97788/,1992
Pisando fuerte,,Alejandro Sanz	,https://www.letras.com/alejandro-sanz/35073/,1992
No sé tú,,Luis Miguel,https://www.letras.com/luis-miguel/97788/,1992
No Podrás,,Cristian Castro	,https://www.letras.com/castro-cristian/155205/,1992
Evidencias,,Ana Gabriel	,https://www.letras.com/ana-gabriel/167414/,1992
La puerta del colegio,,Magneto	,https://www.letras.com/magneto/155219/,1992
Evidencias,,Ana Gabriel	,https://www.letras.com/ana-gabriel/167414/,1992
"América, América",,Luis Miguel	,https://www.letras.com/luis-miguel/26138/,1992
"América, América",,Luis Miguel	,https://www.letras.com/luis-miguel/26138/,1993
Cambiando el destino,,Magneto	,https://www.letras.com/magneto/24035/,1993
Veleta,,Lucero	,https://www.letras.com/lucero/722288/,1993
Háblame,,Ilse	,https://www.letras.com/ilse/844799/,1993
Ayer,,Luis Miguel	,https://www.letras.com/luis-miguel/108683/,1993
Nunca voy a olvidarte,,Cristian Castro	,https://www.letras.com/luis-miguel/108683/,1993
Hasta que me olvides,,Luis Miguel	,https://www.letras.com/luis-miguel/26128/,1993
Detrás de mi ventana,,Yuri        ,https://www.letras.com/yuri/486243/,1993
Detrás de mi ventana,,Yuri        ,https://www.letras.com/yuri/486243/,1994
"Nieva, Nieva",,Paulina Rubio,https://www.letras.com/rubio-paulina/112123/,1994
Suave,,Luis Miguel	,https://www.letras.com/luis-miguel/81104/,1994
Sueño por sueño,,Magneto	,https://www.letras.com/magneto/24042/,1994
Te lloré un río,,Maná	,https://www.letras.com/mana/24202/,1994
Te acordarás de mí,,Lucero	,https://www.letras.com/lucero/te-acordaras-de-mi/,1994
Pensar en ti,,Luis Miguel	,https://www.letras.com/luis-miguel/108685/,1994
"Pero, ¿qué necesidad?",,Juan Gabriel	,https://www.letras.com/juan-gabriel/913966/,1994
El día que me quieras,,Luis Miguel	,https://www.letras.com/luis-miguel/84527/,1994
Lentamente,,Juan Gabriel	,https://www.letras.com/juan-gabriel/1347979/,1994
La media vuelta,,"Luis Miguel
",https://www.letras.com/luis-miguel/108678/,1994
Lentamente,,Juan Gabriel	,https://www.letras.com/juan-gabriel/1347979/,1995
Siempre contigo,,Lucero	,https://www.letras.com/juan-gabriel/1226320/,1995
La Media Vuelta,,Luis Miguel	,https://www.letras.com/luis-miguel/108678/,1995
Mi forma de sentir,,Pedro Fernández	,https://www.letras.com/pedro-fernandez/1878222/,1995
Todo y Nada,,Luis Miguel        ,https://www.letras.com/luis-miguel/26114/,1995
Mi forma de sentir,,Pedro Fernández	,https://www.letras.com/pedro-fernandez/1878222/,1995
Malherido,,Magneto,https://www.letras.com/magneto/24037/,1995
Se fue,,Laura Pausini,https://www.letras.com/laura-pausini/30278/,1995
Formas de amor,,Caló	,https://www.letras.com/calo/849178/,1995
Palabras,,Lucero	,https://www.letras.com/lucero/722281/,1995
Dime la verdad,,Marta Sánchez	,https://www.letras.com/marta-sanchez/409886/,1995
Mentira para dos,,Magneto	,https://www.letras.com/magneto/155220/,1995
¿De qué te vale fingir?,,Yuri	,https://www.letras.com/yuri/486241/,1995
"Te Extraño, Te Olvido, Te Amo",,Ricky Martin	,https://www.letras.com/ricky-martin/24674/,1995
Tú y yo,,Thalía        ,https://www.letras.com/thalia/63568/,2002
Si tú quisieras,,Los Temerarios	,https://www.letras.com/los-temerarios/649413/,2002
Una lágrima no basta,,Los Temerarios	,https://www.letras.com/los-temerarios/456659/,2002
No me sé rajar,,Banda el Recodo,https://www.letras.com/banda-el-recodo/496284/,2002
Déjame entrar,,Carlos Vives	,https://www.letras.com/vives-carlos/41961/,2002
Es por ti,,Juanes	,https://www.letras.com/es-por-ti/juanes/,2003
Mariposa traicionera,,Maná	,https://www.letras.com/mana/69073/,2003
No sé vivir sin ti,,Los Temerarios	,https://www.letras.com/los-temerarios/1098495/,2003
Me falta valor,,Pepe Aguilar	,https://www.letras.com/pepe-aguilar/916224/,2003
Yo la amo,,Pepe Aguilar	,https://www.letras.com/pepe-aguilar/543857/,2003
Ríe y llora,,Celia Cruz	,https://www.letras.com/celia-cruz/318104/,2003
Cuidarte el alma,,Chayanne	,https://www.letras.com/chayanne/98661/,2004
Vanidosa,,Cuisillos	,https://www.letras.com/banda-cuisillos/998613/,2004
En los puritos huesos,,La Arrolladora Banda El Limón,https://www.letras.com/la-arrolladora-banda-el-limon/129322/,2004
Mi credo,,K-Paz de la Sierra,https://www.letras.com/k-paz-de-la-sierra/917540/,2005
Gasolina,,Daddy Yankee,https://www.letras.com/daddy-yankee/119501/,2005
Te voy a perder,,Alejandro Fernández	,https://www.letras.com/alejandro-fernandez/1025693/,2007
El eco de tu voz,,Playa Limbo	,https://www.letras.com/playa-limbo/1061929/,2007
Te quiero,,Nigga,https://www.letras.com/nigga/983396/,2007
Intocable,,Aleks Syntek	,https://www.letras.com/aleks-syntek-e-la-gente-normal/1033950/,2007
Dímelo,,Enrique Iglesias	,https://www.letras.com/enrique-iglesias/1056693/,2007
El eco de tu voz,,Playa Limbo	,https://www.letras.com/playa-limbo/1061929/,2007
Te quiero,,Nigga	,https://www.letras.com/nigga/983396/,2007
Me enamora,,Juanes	,https://www.letras.com/juanes/1076674/,2007
Te quiero,,Nigga	,https://www.letras.com/nigga/983396/,2008
Cada Que...,,"Belanova
",https://www.letras.com/belanova/1083319/,2008
"Gotas de Agua Dulce""",,"Juanes
",https://www.letras.com/juanes/1105982/,2008
Cada que...,,"Belanova
",https://www.letras.com/belanova/1083319/,2008
Gotas de agua dulce,,Juanes	,https://www.letras.com/juanes/1105982/,2008
El presente,,Julieta Venegas,https://www.letras.com/venegas-julieta/1238501/,2008
No te quiero nada,,Ha*Ash	,https://www.letras.com/ha-ash-musicas/1293739/,2008
Inolvidable,,Reik	,https://www.letras.com/reik/1297156/,2008
No Me Doy por Vencido,,Luis Fonsi	,https://www.letras.com/luis-fonsi/1319600/,2008
El Último Vals,,La Oreja de Van Gogh	,https://www.letras.com/la-oreja-de-van-gogh-musicas/1302863/,2008
Te presumo,,Banda El Recodo,https://www.letras.com/banda-el-recodo/1407734/,2008
Te presumo,,Banda el Recodo	,https://www.letras.com/banda-el-recodo/1407734/,2009
Que te quería,,La 5ª Estación	,https://www.letras.com/la-quinta-estacion/1417575/,2009
Causa y efecto,,Paulina Rubio	,https://www.letras.com/rubio-paulina/1477065/,2009
Loba,,Shakira	,https://www.letras.com/shakira/1505287/,2009
Me gusta todo de ti,,Banda El Recodo,https://www.letras.com/banda-el-recodo/1555716/,2009
La calabaza,,La Arrolladora Banda El Limón	,https://www.letras.com/la-arrolladora-banda-el-limon/1458482/,2009
Esclavo de sus besos,,David Bisbal	, https://www.letras.com/david-bisbal/1537853/,2009
Estuve,,Alejandro Fernández	,https://www.letras.com/alejandro-fernandez/1598397/,2009
Estuve,,Alejandro Fernández	,https://www.letras.com/alejandro-fernandez/1598397/,2010
Mientes,,Camila,https://www.letras.com/camila/1586794/,2010
Gitana,,Shakira	,https://www.letras.com/shakira/1641252/,2010
Mi princesa,,David Bisbal	,https://www.letras.com/david-bisbal/1572935/,2010
Gitana,,Shakira	,https://www.letras.com/shakira/1641252/,2010
Aléjate de mí,,Camila	,https://www.letras.com/camila/1594904/,2010
Cuando me enamoro,,Enrique Iglesias & Juan Luis Guerra	,https://www.letras.com/enrique-iglesias/1675661/,2010
¿A donde vamos a parar?,,Marco Antonio Solís	,https://www.letras.com/marco-antonio-solis/1973082/,2010
Bésame,,Camila,https://www.letras.com/camila/1635234/,2010
Tú sabes quién,,Alejandro Fernández,https://www.letras.com/alejandro-fernandez/1781040/,2010
Tú sabes quién,,Alejandro Fernández	,https://www.letras.com/alejandro-fernandez/1781040/,2011
Bésame,,Camila	,https://www.letras.com/camila/1635234/,2011
Sale el sol,,Shakira	,https://www.letras.com/shakira/1694632/#album:sale-el-sol-2010,2011
Me río de ti,,Gloria Trevi,https://www.letras.com/gloria-trevi/1813122/,2011
Día de suerte,,Alejandra Guzmán	,https://www.letras.com/alejandra-guzman/1856022/,2011
Entre tus alas,,Camila,https://www.letras.com/camila/1593302/,2011
Nada iguales,,La Adictiva Banda San José de Mesillas	,https://www.letras.com/la-adictiva/nada-iguales/,2011
Golpes en el corazón,,Los Tigres del Norte & Paulina Rubio	,https://www.letras.com/los-tigres-del-norte/507134/,2011
"¿Qué nos pasó?""",,Reyli ft. Yuridia	,https://www.letras.com/reyli-barba/que-nos-paso/,2011
De mí,,Camila	,https://www.letras.com/camila/1635230/,2011
Te dejo en libertad,,Ha*Ash	,https://www.letras.com/ha-ash-musicas/1874990/,2011
De mí,,Camila	,https://www.letras.com/camila/1635230/,2011
¡Basta ya!,,Jenni Rivera ft. Marco Antonio Solís	,https://www.letras.com/jenni-rivera/basta-ya-banda-part-marco-antonio-solis/,2011
La noche,,Gloria Trevi	,https://www.letras.com/gloria-trevi/1854584/,2011
"Mujer de todos, mujer de nadie",,Calibre 50        ,https://www.letras.com/horacio-palencia/mujer-de-todos-mujer-de-nadie/,2012
¡Corre!,,Jesse & Joy,https://www.letras.com/jesse-joy/1971829/,2012
Llamada De Mi Ex,,La Arrolladora Banda El Limón	,https://www.letras.com/la-arrolladora-banda-el-limon/la-llamada-de-mi-ex/,2012
"Mujer de todos, mujer de nadie",,Calibre 50	,https://www.letras.com/horacio-palencia/mujer-de-todos-mujer-de-nadie/,2012
Inténtalo,,3Ball MTY ft. El Bebeto & América Sierra,https://www.letras.com/3ball-mty/intentalo-ft-el-bebeto-america-sierra/,2012
Llamada de mi ex,,La Arrolladora Banda El Limón	,https://www.letras.com/la-arrolladora-banda-el-limon/la-llamada-de-mi-ex/,2012
¿De qué me sirve la vida?,,Camila	,https://www.letras.com/camila/1595479/,2012
10 segundos,,La Adictiva Banda San José de Mesillas	,https://www.letras.com/banda-san-jose-de-mesillas/10-segundos/,2012
La señal,,Juanes	,https://www.letras.com/juanes/la-seal/,2012
La de la Mala Suerte,,Jesse & Joy,https://www.letras.com/jesse-joy/1994861/,2012
Un Hombre Normal,,Espinoza Paz	,https://www.letras.com/espinoza-paz/un-hombre-normal/,2012
No me compares,,Alejandro Sanz	,https://www.letras.com/alejandro-sanz/no-me-compares-2/,2012
Uno más uno,,Andrés Cuervo	,https://www.letras.com/andres-cuervo/uno-uno/,2012
Aguaje activado,,Calibre 50	,https://www.letras.com/calibre-50/aguaje-activado/,2012
Aguaje activado,,Calibre 50	,https://www.letras.com/calibre-50/aguaje-activado/,2012
Volví a Nacer,,Carlos Vives	,https://www.letras.com/vives-carlos/volvi-a-nacer/,2012
Aguaje activado,,Calibre 50	,https://www.letras.com/calibre-50/aguaje-activado/,2012
Te extraño,,Andrés Cuervo	,https://www.letras.com/?q=te%20extra%C3%B1o%20andres,2012
Sin ver atrás,,Banda el Recodo,https://www.letras.com/banda-el-recodo/sin-ver-atras/,2013
Aquí estoy,,Calibre 50	,https://www.letras.com/calibre-50/aqui-estoy/,2013
Con la cara en alto,,Reik	,https://www.letras.com/reik/con-la-cara-en-alto/,2013
Hoy Tengo Ganas de Ti,,Alejandro Fernández ft. Christina Aguilera	,https://www.letras.com/christina-aguilera/hoy-tengo-ganas-de-ti-feat-alejandro-fernandez/,2013
El ruido de tus zapatos,,La Arrolladora Banda El Limón	,https://www.letras.com/la-arrolladora-banda-el-limon/el-ruido-de-tus-zapatos/,2013
El ruido de tus zapatos,,La Arrolladora Banda El Limón	,https://www.letras.com/la-arrolladora-banda-el-limon/el-ruido-de-tus-zapatos/,2013
Propuesta indecente,,Romeo Santos	,https://www.letras.com/romeo-santos/propuesta-indecente/,2013
Ni que estuvieras tan buena,,Calibre 50	,https://www.letras.com/calibre-50/ni-que-estuvieras-tan-buena/,2013
Hermosa experiencia,,Banda MS	,https://www.letras.com/banda-ms/hermosa-experiencia/,2013
Tres semanas,,Marco Antonio Solís	,https://www.letras.com/marco-antonio-solis/tres-semanas/,2013
Darte un beso,,Prince Royce	,https://www.letras.com/prince-royce/darte-un-beso/,2013
Mi peor error,,Alejandra Guzmán	,https://www.letras.com/alejandra-guzman/mi-peor-error/,2013
Mi peor error,,Alejandra Guzmán	,https://www.letras.com/alejandra-guzman/mi-peor-error/,2014
No querías lastimarme,,Gloria Trevi	,https://www.letras.com/gloria-trevi/no-querias-lastimarme/,2014
Mi segunda vida,,La Arrolladora Banda El Limón	,https://www.letras.com/la-arrolladora-banda-el-limon/mi-segunda-vida/,2014
Consecuencia de mis actos,,Banda el Recodo	,https://www.letras.com/banda-el-recodo/consecuencia-de-mis-actos/,2014
Decidiste dejarme,,Camila	,https://www.letras.com/camila/decidiste-dejarme/,2014
Bailando,,Enrique Iglesias ft. Descemer Bueno & Gente de Zona,https://www.letras.com/enrique-iglesias/bailando/,2014
La bala,,Los Tigres del Norte,https://www.letras.com/los-tigres-del-norte/la-bala/,2014
¿Qué tiene de malo?,,Calibre 50 ft. El Komander,https://www.letras.com/calibre-50/paso-a-paso/,2014
Hombre libre,,La Adictiva Banda San José de Mesillas	,https://www.letras.com/la-adictiva/hombre-libre/,2014
"Perdón, perdón",,Ha*Ash	,https://www.letras.com/ha-ash-musicas/perdon-perdon/,2014
Háblame de tí,,Banda MS	,https://www.letras.com/banda-ms/hablame-de-ti/,2014
Contigo,,Calibre 50	,https://www.letras.com/calibre-50/contigo/,2015
¿Qué tal si eres tú?,,Los Tigres del Norte	,https://www.letras.com/los-tigres-del-norte/que-tal-si-eres-tu/,2015
Contigo,,Calibre 50	,https://www.letras.com/calibre-50/contigo/,2015
A lo mejor,,Banda MS	,https://www.letras.com/banda-ms/a-lo-mejor/,2015
Confesión,,La Arrolladora Banda El Limón	,https://www.letras.com/la-arrolladora-banda-el-limon/confesion/,2015
"Después de ti, ¿quién?",,La Adictiva Banda San José de Mesillas	,https://www.letras.com/la-adictiva/despues-de-ti-quien/,2015
Aunque ahora estés con él,,Calibre 50	,https://www.letras.com/calibre-50/aunque-ahora-estes-con-el/,2015
Tan cerquita,,Aleks Syntek ft. Cristian Castro	,https://www.letras.com/aleks-syntek-e-la-gente-normal/tan-cerquita/,2015
Aunque ahora estés con él,,Calibre 50	,https://www.letras.com/calibre-50/aunque-ahora-estes-con-el/,2015
Piénsalo,,Banda MS	,https://www.letras.com/banda-ms/piensalo/,2015
La miel de su saliva,,Banda el Recodo	,https://www.musica.com/letras.asp?letra=2221864,2015
Ginza,,J Balvin	,https://www.letras.com/j-balvin/ginza-2/,2015
Sólo con verte,,Banda MS	,https://www.letras.com/banda-ms/solo-con-verte/,2015
Sólo con verte,,Banda MS	,https://www.letras.com/banda-ms/solo-con-verte/,2016
Ya te perdí la fe,,La Arrolladora Banda El Limón	,https://www.letras.com/la-arrolladora-banda-el-limon/ya-te-perdi-la-fe/,2016
Préstamela a mí,,Calibre 50	,https://www.letras.com/calibre-50/prestamela-a-mi/,2016
Préstamela a mí,,Calibre 50	,https://www.letras.com/calibre-50/prestamela-a-mi/,2016
Sólo con verte,,Banda MS        ,https://www.letras.com/banda-ms/solo-con-verte/,2016
El perdedor,,Maluma	,https://www.letras.com/maluma/el-perdedor/,2016
Picky,,Joey Montana	,https://www.letras.com/joey-montana/picky/,2016
Duele el Corazón,,Enrique Iglesias featuring Wisin	,https://www.letras.com/enrique-iglesias/duele-el-corazon/,2016
Bobo,,J Balvin	,https://www.letras.com/j-balvin/bobo/,2016
La Bicicleta,,Carlos Vives & Shakira        ,https://www.letras.com/vives-carlos/la-bicicleta/,2016
Tengo que colgar,,Banda MS	,https://www.letras.com/banda-ms/tengo-que-colgar/,2016
Amor del bueno,,Calibre 50	,https://www.letras.com/calibre-50/amor-del-bueno/,2016
Shaky Shaky,,Daddy Yankee	,https://www.letras.com/daddy-yankee/shaky-shaky/,2016
Safari,,J Balvin,https://www.letras.com/daddy-yankee/shaky-shaky/,2016
Fuego,,Juanes	,https://www.letras.com/juanes/fuego/,2016
Por enamorarme,,Los Plebes del Rancho	,https://www.letras.com/los-plebes-del-rancho-de-ariel-camacho/por-enamorarme/,2016
Fuego,,Juanes	,https://www.letras.com/juanes/fuego/,2017
Siempre te voy a querer,,Calibre 50	,https://www.letras.com/calibre-50/siempre-te-voy-a-querer/,2017
Siempre te voy a querer,,Calibre 50	,https://www.letras.com/calibre-50/siempre-te-voy-a-querer/,2017
Despacito,,Luis Fonsi ft. Daddy Yankee,https://www.letras.com/luis-fonsi/despacito/,2017
Adiós Amor,,Christian Nodal	,https://www.letras.com/christian-nodal/adios-amor/,2017
Despacito,,Luis Fonsi ft. Daddy Yankee,https://www.letras.com/luis-fonsi/despacito/,2017
Adiós amor,,Christian Nodal	,https://www.letras.com/christian-nodal/adios-amor/,2017
Despacito,,Luis Fonsi ft. Daddy Yankee & Justin Bieber	,https://www.letras.com/luis-fonsi/despacito/,2017
Felices los 4,,Maluma	,https://www.letras.com/maluma/felices-los-4/,2017
Mi gente,,J Balvin ft. Willy William	,https://www.letras.com/j-balvin/mi-gente/,2017
Perro Fiel,,Shakira ft. Nicky Jam	,https://www.letras.com/shakira/perro-fiel/,2017
El color de tus ojos,,Banda MS	,https://www.letras.com/banda-ms/el-color-de-tus-ojos/,2017
Perro fiel,,Shakira ft. Nicky Jam	,https://www.letras.com/shakira/perro-fiel/,2017
Corrido de Juanito,,Calibre 50	,https://www.letras.com/calibre-50/corrido-de-juanito/,2017
Seremos,,El Bebeto	,https://www.letras.com/el-bebeto/seremos/,2017
Corazón,,Maluma ft. Nego do Borel	,https://www.letras.com/maluma/corazon/,2017
Corazón,,Maluma featuring Nego do Borel	,https://www.letras.com/maluma/corazon/,2018
Échame la culpa,,Luis Fonsi featuring Demi Lovato	,https://www.letras.com/luis-fonsi/echame-la-culpa/,2018
El baño,,Enrique Iglesias featuring Bad Bunny	,https://www.letras.com/enrique-iglesias/el-bano/,2018
Antecedentes de culpa,,Alfredo Olivas	,https://www.letras.com/alfredo-olivas/antecedentes-de-culpa/,2018
Me niego,,Reik featuring Ozuna & Wisin	,https://www.letras.com/reik/me-niego-part-wisin-y-ozuna/,2018
El préstamo,,Maluma	,https://www.letras.com/maluma/el-prestamo/,2018
Me niego,,Reik featuring Ozuna & Wisin	,https://www.letras.com/reik/me-niego-part-wisin-y-ozuna/,2018
El préstamo,,Maluma	,https://www.letras.com/maluma/el-prestamo/,2018
Me niego,,Reik featuring Ozuna & Wisin	,https://www.letras.com/reik/me-niego-part-wisin-y-ozuna/,2018
Calidad y cantidad,,La Arrolladora Banda El Limón	,https://www.letras.com/la-arrolladora-banda-el-limon/calidad-y-cantidad/,2018
Te fallé,,Christian Nodal	,https://www.letras.com/christian-nodal/te-falle/,2018
No me acuerdo,,Thalía featuring Natti Natasha	,https://www.letras.com/thalia/no-me-acuerdo-part-natti-natasha/,2018
Clandestino,,Shakira & Maluma	,https://www.letras.com/shakira/clandestino-part-maluma/,2018
Oye mujer,,Raymix featuring. Juanes	,https://www.letras.com/raymix/oye-mujer/,2018
Clandestino,,Shakira & Maluma	,https://www.letras.com/shakira/clandestino-part-maluma/,2018
Amigos con derechos,,Reik & Maluma	,https://www.letras.com/reik/amigos-con-derechos-part-maluma/,2018
Se vuelve loca,,CNCO	,https://www.letras.com/cnco/se-vueve-loca/,2018
El beso,,Mon Laferte	,https://www.letras.com/mon-laferte/el-beso/,2018
Te amaré,,Alex Fernández	,https://www.letras.com/alex-fernandez/te-amare/,2018
No he logrado aprender,,La Arrolladora Banda El Limón	,https://www.musica.com/letras.asp?letra=2374259,2019
Mala mía,,Maluma with Anitta & Becky G	,https://www.letras.com/maluma/mala-mia-remix-part-anitta-y-becky-g/,2019
No he logrado aprender,,La Arrolladora Banda El Limón	,https://www.musica.com/letras.asp?letra=2374259,2019
¿Por qué cambiaste de opinión?,,Calibre 50	,https://www.musica.com/letras.asp?letra=2374259,2019
La plata,,Juanes featuring Lalo Ebratt	,https://www.letras.com/juanes/la-plata-part-lalo-ebratt/,2019
Te confieso,,Camila	,https://www.letras.com/camila/te-confieso/,2019
Reggaeton,,J Balvin	,https://www.letras.com/j-balvin/reggaeton/,2019
